distribution,MC,B,n,z,x_F,mu,gamma,frac_theta,frac_gamma,theta_hat,gamma_hat,s_hat,mean_rt,coverage_theta_t,mean_cl_theta_t,mean_cu_theta_t,coverage_gamma_t,mean_cl_gamma_t,mean_cu_gamma_t,coverage_s_t,mean_cl_s_t,mean_cu_s_t,mean_dL,coverage_theta_d,mean_cl_theta_d,mean_cu_theta_d,coverage_gamma_d,mean_cl_gamma_d,mean_cu_gamma_d,coverage_s_d,mean_cl_s_d,mean_cu_s_d
ARC,1000,199,5000,0.5,45,20,-0.3,0.08599999999999992,0.05,0.45574358974358975,-0.34769489962531647,0.0080765727529042,1.982,0.623,0.4120623543123544,0.5131153846153845,0.865,-0.4488790876953789,-0.1907700161541711,0.937,0.0039106056732344675,0.011158189962134425,2.016,0.611,0.4120171328671329,0.5129054778554778,0.865,-0.44877583958891637,-0.18955506384022988,0.94,0.003887450345410666,0.011180357739461617
ARC,1000,199,5000,0.5,45,20,-0.3,0.08699999999999992,0.05,0.45573963133640555,-0.3413198685650424,0.007940520210932599,1.978,0.625,0.41228778801843324,0.5146152073732719,0.888,-0.44183879300067097,-0.1852289473281692,0.926,0.0038264029471936256,0.010983336130084115,2.018,0.625,0.4124604838709678,0.515265668202765,0.899,-0.4412170010523231,-0.1834939803360242,0.929,0.003801169192204135,0.010985492009431613
ARC,1000,199,5000,0.5,45,20,-0.3,0.08799999999999993,0.05,0.4542346241457859,-0.3422137459899927,0.00801675527009192,1.974,0.589,0.41052380410022776,0.514056833712984,0.876,-0.44318485803792984,-0.18472969675459583,0.932,0.00387999796144935,0.011080782782000712,2.025,0.583,0.4106362186788155,0.5135806378132117,0.881,-0.4430950639303294,-0.1837092592635071,0.938,0.003863284771310372,0.011100889637968816
ARC,1000,199,5000,0.5,45,20,-0.3,0.08899999999999993,0.05,0.45543243243243237,-0.34396175905211296,0.00790583017170329,1.979,0.603,0.4125037162162163,0.5126528153153154,0.884,-0.44444922439258144,-0.18916756581602567,0.923,0.003829527770680418,0.010944522833964658,2.02,0.602,0.41292882882882886,0.5126939189189188,0.885,-0.4449078713183028,-0.18777560456354697,0.933,0.0037925412943295243,0.010941031676150488
ARC,1000,199,5000,0.5,45,20,-0.3,0.08999999999999993,0.05,0.454977728285078,-0.3412205994531724,0.007918301900161982,1.982,0.607,0.4127916481069043,0.5127958797327394,0.868,-0.4421798277679293,-0.184135563076985,0.931,0.0038359005589026045,0.010945014680492509,2.012,0.608,0.41311180400890873,0.5129552338530067,0.886,-0.4426727142611635,-0.18315974072794666,0.944,0.0037656450244887775,0.010963010158589331
ARC,1000,199,5000,0.5,45,20,-0.3,0.09099999999999993,0.05,0.4540660792951542,-0.340535283171823,0.007997501271485666,1.982,0.596,0.41253931718061676,0.5143589207048458,0.881,-0.4412701155981805,-0.18142183376695312,0.937,0.0038393869157696678,0.011039421182154481,2.012,0.601,0.41264251101321586,0.5142555066079294,0.872,-0.44182143945146435,-0.18104985003156865,0.936,0.0038532569893865247,0.01105746309842666
ARC,1000,199,5000,0.5,45,20,-0.3,0.09199999999999993,0.05,0.4524444444444445,-0.34439634372891614,0.008081632704893853,1.989,0.59,0.4103956427015251,0.5120923747276689,0.879,-0.44651700798218713,-0.18570384641682847,0.943,0.0039028269289018125,0.01117324175624174,2.026,0.582,0.41037984749455336,0.5115147058823529,0.875,-0.44700053251281485,-0.18510491818494776,0.946,0.003885970654150062,0.01117782053936273
ARC,1000,199,5000,0.5,45,20,-0.3,0.09299999999999993,0.05,0.4520086206896552,-0.3413534643174103,0.00800632219712826,1.99,0.615,0.41033749999999997,0.514127801724138,0.863,-0.442491088099872,-0.1839142943726594,0.936,0.003871886790382342,0.011069491909622727,2.033,0.607,0.4105936422413794,0.5139368534482758,0.875,-0.4429297606888935,-0.18281516525717545,0.943,0.003840447911412383,0.011054154173078607
ARC,1000,199,5000,0.5,45,20,-0.3,0.09399999999999993,0.05,0.45042430703624736,-0.34378027848230397,0.008144673864531478,1.987,0.595,0.4089993603411514,0.5151557569296376,0.861,-0.4460024037668843,-0.18600633571808847,0.935,0.003927651422128714,0.01123843552529952,2.036,0.615,0.40941375266524527,0.5148597014925373,0.866,-0.4465610506410243,-0.18412752847606553,0.93,0.003915368974852309,0.011250692875545835
ARC,1000,199,5000,0.5,45,20,-0.3,0.09499999999999992,0.05,0.4501983122362869,-0.3428760138567217,0.00803187939693024,1.992,0.62,0.409421835443038,0.5165683544303797,0.874,-0.442167536379041,-0.1870093758896785,0.937,0.003891935785100131,0.011062931603973062,2.054,0.632,0.4095698312236287,0.5167574894514769,0.88,-0.44259694616792067,-0.18662654436905882,0.933,0.0038869520614569185,0.011047528443557763
ARC,1000,199,5000,0.5,45,20,-0.3,0.09599999999999992,0.05,0.4488914405010438,-0.3447379613816759,0.00806849015917528,1.988,0.616,0.4082760960334029,0.5186557411273486,0.885,-0.44591216208653783,-0.18792209718918088,0.938,0.003939667101210447,0.011081506923209687,2.073,0.612,0.40828121085594987,0.5167359081419625,0.887,-0.4454926970415689,-0.1876190198050215,0.938,0.003937083403699926,0.011097931157719494
ARC,1000,199,5000,0.5,45,20,-0.3,0.09699999999999992,0.05,0.44853719008264464,-0.34528573215257063,0.008112665386623143,1.998,0.612,0.40913419421487607,0.5167344008264463,0.871,-0.44622645951490386,-0.18823512352764601,0.939,0.003938599358620915,0.011153995504370037,2.048,0.617,0.408954958677686,0.517017561983471,0.859,-0.4464623726203689,-0.18885200516349074,0.946,0.003937635906423718,0.011172792010559771
ARC,1000,199,5000,0.5,45,20,-0.3,0.09799999999999992,0.05,0.4491349693251534,-0.3424281598055129,0.007997392004602966,1.991,0.591,0.409009100204499,0.5133210633946831,0.881,-0.4421217260919683,-0.1846556687964357,0.943,0.0038883124826288896,0.01099917846012799,2.053,0.577,0.40918292433537834,0.5133213701431494,0.894,-0.4423364533074924,-0.18430007721596153,0.939,0.0038984692199073544,0.01099639877134297
ARC,1000,199,5000,0.5,45,20,-0.3,0.09899999999999992,0.05,0.4475688259109312,-0.34562356571137093,0.008073670748684985,1.996,0.601,0.40771629554655875,0.513525,0.879,-0.44664155385806914,-0.19135150944758164,0.944,0.003951838361023872,0.0111138875249759,2.064,0.587,0.40762661943319833,0.5138961538461537,0.889,-0.44663286170926186,-0.18937670324603625,0.942,0.0039552353118809625,0.011106139591487402
ARC,1000,199,5000,0.5,45,20,-0.3,0.09999999999999992,0.05,0.44704008016032065,-0.343458630601049,0.008083074962476563,1.992,0.592,0.4070463927855712,0.5150404809619238,0.878,-0.44652690114947347,-0.18582688190179797,0.939,0.003923346494478113,0.011142260446935228,2.08,0.586,0.40696643286573153,0.5145629258517033,0.876,-0.44708492419906,-0.18591869176156472,0.933,0.003923829827148255,0.011140716867402733
ARC,1000,199,15000,0.5,45,20,-0.3,0.01,0.05,0.49493333333333334,-0.317248623922142,0.007329919158922262,1.588,0.929,0.40195866666666674,0.55579,0.869,-0.3733487844392188,-0.2392718766555089,0.881,0.0052414403294940405,0.009462110235588796,2.0,0.908,0.4124856666666667,0.569277,0.877,-0.37204018933623645,-0.23166885848934027,0.896,0.004604332266188747,0.00948868959276321
ARC,1000,199,15000,0.5,45,20,-0.3,0.011,0.05,0.4960545454545454,-0.320370080893608,0.00735180417253713,1.546,0.916,0.40677363636363645,0.5524942424242424,0.86,-0.3765150194344033,-0.24313394008332154,0.877,0.005390795641554632,0.009443499260863564,2.0,0.888,0.417939393939394,0.5664742424242425,0.879,-0.37507018169612694,-0.23548456470218154,0.897,0.004665977340776143,0.009484286222519083
ARC,1000,199,15000,0.5,45,20,-0.3,0.011999999999999999,0.05,0.4944245810055866,-0.3187932601139635,0.00733738302342441,1.562,0.927,0.40846173184357554,0.5492662011173185,0.857,-0.37500904047504807,-0.24211385723494488,0.9,0.005357297329051075,0.009415044466946926,2.0,0.907,0.4187494413407822,0.5621449720670392,0.855,-0.373291143813492,-0.23538860930901717,0.912,0.004698502067022044,0.009466665515815499
ARC,1000,199,15000,0.5,45,20,-0.3,0.012999999999999998,0.05,0.49441752577319587,-0.3199940617532338,0.007320810298188329,1.589,0.94,0.41357087628865985,0.5482842783505155,0.867,-0.37609006428662706,-0.24280091677003987,0.889,0.005317782028912614,0.009353601158566014,2.0,0.919,0.4226724226804124,0.559284793814433,0.861,-0.3752099597878871,-0.23575986832094706,0.905,0.004717923237007439,0.009407337518245573
ARC,1000,199,15000,0.5,45,20,-0.3,0.013999999999999997,0.05,0.49467942583732055,-0.3177161265054077,0.007325247505074726,1.561,0.928,0.4159184210526316,0.5458751196172249,0.858,-0.37388392157161987,-0.24167812800764438,0.889,0.005373586359182543,0.00933438005701398,2.0,0.908,0.4256368421052632,0.5579098086124402,0.859,-0.37271047422130643,-0.2334292138692598,0.904,0.004721957408478523,0.009399332006792011
ARC,1000,199,15000,0.5,45,20,-0.3,0.014999999999999996,0.05,0.4946294642857143,-0.32083544982081796,0.007329689398637721,1.598,0.929,0.4185352678571429,0.5456274553571429,0.853,-0.3774439313377968,-0.24401455076620626,0.885,0.00530669699040677,0.009348501471207133,2.0,0.897,0.42797767857142854,0.5558299107142857,0.852,-0.3759731674318156,-0.23801276924824874,0.906,0.004733163937597129,0.009401318303709917
ARC,1000,199,15000,0.5,45,20,-0.3,0.015999999999999993,0.05,0.4944435146443515,-0.319996735784717,0.007301539962913308,1.567,0.934,0.4205910041841005,0.5423014644351464,0.855,-0.3761766900202398,-0.24450300645764703,0.896,0.005378692751240599,0.00928021324711488,2.0,0.914,0.43044121338912134,0.5532705020920503,0.867,-0.37499513309989196,-0.2353585010671158,0.909,0.004746307525655008,0.009336242961593546
ARC,1000,199,15000,0.5,45,20,-0.3,0.016999999999999994,0.05,0.4922244094488189,-0.31774441866336417,0.007322525852839668,1.641,0.943,0.42304173228346464,0.5415531496062993,0.865,-0.37367747191813283,-0.24092863702871126,0.89,0.005247995585001895,0.0092834348225516,2.0,0.92,0.43033779527559063,0.5498299212598424,0.872,-0.37296821713777606,-0.23302963430986415,0.914,0.004763651445130435,0.009345606143387211
ARC,1000,199,15000,0.5,45,20,-0.3,0.017999999999999995,0.05,0.4922565055762082,-0.32131464233589085,0.0073813281983718575,1.61,0.904,0.4241444237918216,0.5391901486988847,0.852,-0.37789797243239837,-0.24588043290136938,0.883,0.0053742491975201645,0.009342896225316092,2.0,0.889,0.4320027881040892,0.5480631970260224,0.854,-0.37694853625038055,-0.2384995294664827,0.911,0.004844185311241603,0.009417123703108233
ARC,1000,199,15000,0.5,45,20,-0.3,0.018999999999999993,0.05,0.49154577464788735,-0.3181350985977023,0.007360332821594365,1.642,0.925,0.4256549295774648,0.5379265845070422,0.878,-0.3743941414731079,-0.24243056120208903,0.894,0.005319754871628861,0.009322369295072772,2.0,0.914,0.4324948943661972,0.5461487676056338,0.9,-0.3736349974647495,-0.23422080360315709,0.915,0.004829671982367692,0.009400165416393122
ARC,1000,199,15000,0.5,45,20,-0.3,0.01999999999999999,0.05,0.4912341137123746,-0.3192610595240455,0.007365046430050868,1.639,0.925,0.4270963210702342,0.5363105351170568,0.849,-0.3758488763657672,-0.24328579222220992,0.895,0.0053417573379867115,0.009309181404670934,2.0,0.908,0.43415418060200683,0.5438824414715719,0.869,-0.37520680930446065,-0.23616061921856216,0.916,0.0048593902887271,0.00938127286195983
ARC,1000,199,15000,0.5,45,20,-0.3,0.02099999999999999,0.05,0.489843949044586,-0.3197175973965613,0.0074220644907546625,1.662,0.927,0.42790414012738864,0.5342843949044587,0.854,-0.37655666769893864,-0.24327661255281224,0.908,0.005355086055143128,0.009368325798962818,2.0,0.92,0.4340071656050956,0.54165525477707,0.865,-0.37554202040909784,-0.23599992578715756,0.931,0.00490607541618671,0.009435324987440978
ARC,1000,199,15000,0.5,45,20,-0.3,0.021999999999999992,0.05,0.4888844984802432,-0.31869527345368565,0.007423332801611684,1.646,0.906,0.4279218844984803,0.5324993920972645,0.847,-0.3754833794201304,-0.24248365362410437,0.905,0.00536492227647647,0.009370420919657275,2.0,0.897,0.4345120060790274,0.5401796352583587,0.862,-0.3748992507203897,-0.23435867007999775,0.927,0.004900461977089139,0.009443845713328456
ARC,1000,199,15000,0.5,45,20,-0.3,0.02299999999999999,0.05,0.48867441860465116,-0.3190712873386467,0.007452432382953006,1.687,0.904,0.42999011627906986,0.5319569767441861,0.874,-0.3747442705029346,-0.24185466845699832,0.891,0.005347138590996598,0.009402080202956228,2.0,0.897,0.43538880813953496,0.5380594476744186,0.88,-0.37493516298575635,-0.2348649453251691,0.921,0.004951048102250629,0.00946103455341897
ARC,1000,199,15000,0.5,45,20,-0.3,0.023999999999999987,0.05,0.4880389972144846,-0.32102032928825835,0.007444276079566073,1.678,0.909,0.4304203342618385,0.530392339832869,0.841,-0.37703029623198686,-0.24530324222764932,0.919,0.005353221783214035,0.00937438972221062,2.0,0.899,0.43599874651810594,0.5362456824512535,0.858,-0.37703438641576237,-0.23840702029995248,0.942,0.004963667701985756,0.009451132444527255
ARC,1000,199,15000,0.5,45,20,-0.3,0.024999999999999988,0.05,0.4880213903743315,-0.3179676558631511,0.007416362056410199,1.707,0.898,0.43197580213903747,0.5302855614973262,0.863,-0.3741178082864809,-0.24053688853858626,0.882,0.005311235973535368,0.0093455063886671,2.0,0.892,0.4372704545454546,0.5357078877005347,0.88,-0.37415400359084383,-0.23367416414258532,0.91,0.004934077554096039,0.009398313392505851
ARC,1000,199,15000,0.5,45,20,-0.3,0.02599999999999999,0.05,0.4872776349614396,-0.31891753643677007,0.007443424821780234,1.71,0.903,0.43249562982005146,0.5286951156812341,0.855,-0.37522303957439096,-0.24314692533736404,0.896,0.005310769717396245,0.009371116260582528,2.0,0.9,0.4368654241645245,0.5342237789203084,0.874,-0.37594917558497354,-0.23583797719642682,0.924,0.004966505471706366,0.009457680298923837
ARC,1000,199,15000,0.5,45,20,-0.3,0.02699999999999999,0.05,0.48711138613861393,-0.3176940346346271,0.00743871447265019,1.712,0.899,0.43405804455445546,0.5277074257425742,0.87,-0.3736622015288267,-0.24038674611809482,0.898,0.00533224373903493,0.009335651427359691,2.0,0.892,0.43823267326732673,0.5330199257425743,0.881,-0.3742724927706392,-0.23344866789883242,0.934,0.004976962221354564,0.009423890587633032
ARC,1000,199,15000,0.5,45,20,-0.3,0.027999999999999983,0.05,0.4858400954653938,-0.3186898791668992,0.007476516546883115,1.726,0.882,0.4337972553699285,0.5256130071599046,0.855,-0.3753633493459729,-0.2407085703212182,0.911,0.005356391893467696,0.00938466156353951,2.0,0.876,0.43767231503579956,0.5307568019093079,0.865,-0.3759584350718957,-0.23456347554949797,0.942,0.005015876177817559,0.009478394857122282
ARC,1000,199,15000,0.5,45,20,-0.3,0.028999999999999984,0.05,0.4862396313364055,-0.31791281385830567,0.007434175766003981,1.741,0.875,0.435313133640553,0.5256622119815668,0.875,-0.3740278135545558,-0.23994631532428043,0.906,0.005315477149846911,0.0093270684583693,2.0,0.884,0.43959838709677423,0.5299979262672811,0.878,-0.3746023777397114,-0.23337308367848578,0.939,0.005008259931497298,0.009396628395867275
ARC,1000,199,15000,0.5,45,20,-0.3,0.029999999999999985,0.05,0.4854276169265034,-0.3205832368201029,0.007451442494239426,1.734,0.879,0.4357926503340758,0.5245455456570156,0.846,-0.37707770568996396,-0.2435325587061879,0.884,0.005343545790280018,0.00933876001924176,2.0,0.874,0.43945679287305134,0.5286956570155902,0.855,-0.37765354898887776,-0.237075263932416,0.922,0.005026633974759404,0.0094141335236462
ARC,1000,199,15000,0.5,45,20,-0.3,0.030999999999999986,0.05,0.48464655172413795,-0.31940867811720636,0.007467722027959788,1.764,0.871,0.4361637931034483,0.5234650862068966,0.865,-0.37652407350518424,-0.24056120167247924,0.895,0.005296520841666643,0.00935917301011652,2.0,0.863,0.4395428879310345,0.5271908405172414,0.868,-0.3773436728941301,-0.23551235307406546,0.918,0.00504694092254068,0.009434852424702342
ARC,1000,199,15000,0.5,45,20,-0.3,0.03199999999999998,0.05,0.4833089770354906,-0.3189952780304052,0.007511765020263162,1.765,0.835,0.4357616910229646,0.5215680584551149,0.863,-0.3764912963630672,-0.24020771558171322,0.893,0.0053592581154114334,0.009411599066544795,2.0,0.838,0.43878862212943637,0.5250471816283926,0.875,-0.3770238719209311,-0.23418974193621794,0.931,0.005098498539142021,0.009483750723360093
ARC,1000,199,15000,0.5,45,20,-0.3,0.03299999999999998,0.05,0.48333400809716603,-0.3198754140733069,0.007476767666564421,1.786,0.857,0.4368788461538462,0.5212707489878543,0.873,-0.3765197868184188,-0.24066805397882354,0.89,0.00529922282837048,0.009361334133699835,2.0,0.847,0.43946730769230774,0.5245167004048583,0.885,-0.3777474737810171,-0.2358247515802528,0.923,0.005075927273126842,0.009433849651738003
ARC,1000,199,15000,0.5,45,20,-0.3,0.03399999999999998,0.05,0.48307662082514735,-0.31762227777517943,0.007507824444722548,1.778,0.84,0.43714980353634575,0.5205592337917485,0.87,-0.3752260997727921,-0.23743605468571732,0.889,0.005332016553249668,0.009393056279678513,2.0,0.836,0.4398934184675835,0.5240592337917485,0.875,-0.3760298244570197,-0.2318340899886429,0.927,0.005091876897409892,0.009478961954429736
ARC,1000,199,15000,0.5,45,20,-0.3,0.03499999999999998,0.05,0.4822137404580153,-0.32014983937643243,0.007541493507031409,1.808,0.847,0.4376707061068703,0.5196437977099236,0.86,-0.3778489896232716,-0.24099646489198012,0.893,0.005340808407020686,0.009439661299529202,2.0,0.842,0.4399227099236641,0.5223378816793893,0.865,-0.3786492902458634,-0.2363728608210409,0.931,0.005136350794547891,0.009512874220670181
ARC,1000,199,15000,0.5,45,20,-0.3,0.035999999999999976,0.05,0.48103896103896104,-0.31789991927438904,0.007572111031541305,1.807,0.816,0.43677300556586274,0.5182447124304267,0.879,-0.3758425510798253,-0.2380223266807547,0.9,0.005333369969613017,0.009481131590551762,2.0,0.808,0.4389789424860853,0.5206905380333953,0.896,-0.37664930342771596,-0.23348492104913263,0.929,0.005138672773194607,0.009555365135340622
ARC,1000,199,15000,0.5,45,20,-0.3,0.03699999999999998,0.05,0.48127256317689526,-0.31959740850230944,0.007541871776396917,1.826,0.83,0.4379148014440434,0.5176732851985559,0.879,-0.37800226224406897,-0.23924927274879604,0.902,0.005329709868323539,0.009437363886068015,2.0,0.83,0.4400723826714802,0.5201356498194946,0.893,-0.3787322759081533,-0.23503809930645736,0.923,0.005147843215978576,0.0094995441859446
ARC,1000,199,15000,0.5,45,20,-0.3,0.03799999999999998,0.05,0.4806502636203867,-0.31999938785602544,0.007536227325504359,1.834,0.803,0.43801616871704746,0.5167525483304041,0.874,-0.3786100732470199,-0.24068811951493102,0.923,0.005328817929468189,0.009444080459483724,2.0,0.796,0.4396310193321617,0.5189429701230228,0.883,-0.37955708739048266,-0.2365797574773724,0.946,0.005151454372966946,0.009502346007880351
ARC,1000,199,15000,0.5,45,20,-0.3,0.03899999999999998,0.05,0.47947089041095886,-0.31999548953283874,0.007616852607108288,1.875,0.812,0.4380801369863013,0.5162478595890412,0.875,-0.37902945189979287,-0.23812607348243803,0.923,0.005336670100514628,0.00953740411704308,2.0,0.797,0.43945239726027396,0.5176048801369864,0.883,-0.3794358337026363,-0.234526812714763,0.95,0.005198528078139868,0.009585955207115453
ARC,1000,199,15000,0.5,45,20,-0.3,0.03999999999999997,0.05,0.4802237061769616,-0.31684917245818495,0.007540165953045742,1.842,0.808,0.4391707011686144,0.5163670283806343,0.879,-0.37572775146932336,-0.23515649737542596,0.902,0.005306210117036293,0.009433371010756825,2.0,0.802,0.4405238731218698,0.5179535058430718,0.887,-0.3766579283637485,-0.23139116261484108,0.932,0.005154846242401501,0.009499174855017875
ARC,1000,199,15000,0.5,45,20,-0.3,0.040999999999999974,0.05,0.47902605863192177,-0.3199315860841855,0.007570200721598176,1.894,0.777,0.4388840390879478,0.5147668566775244,0.875,-0.37903900734059026,-0.23813284890452996,0.919,0.005310651661615049,0.009482782827797829,2.0,0.776,0.4402135179153094,0.5159508957654723,0.887,-0.37908946080304634,-0.23559763234198547,0.939,0.005196556526253008,0.009524345644824234
ARC,1000,199,15000,0.5,45,20,-0.3,0.041999999999999975,0.05,0.47907790143084267,-0.31826654119848896,0.007584186248735037,1.874,0.785,0.4393961049284579,0.5143628775834658,0.855,-0.3775499776814404,-0.2368330953177293,0.923,0.005319798597606854,0.009490062112119748,2.0,0.787,0.44055620031796505,0.5157933227344992,0.86,-0.3778287373511517,-0.23313452370876292,0.948,0.00522319729124623,0.009534905776345205
ARC,1000,199,15000,0.5,45,20,-0.3,0.042999999999999976,0.05,0.477998447204969,-0.31919574297580444,0.007608020072343965,1.893,0.774,0.43912554347826094,0.5131000776397516,0.872,-0.3783355773475033,-0.23792089062451358,0.92,0.0053386421467612145,0.009519653554960688,2.0,0.784,0.4402067546583851,0.5140725155279504,0.876,-0.3790240148745469,-0.23534514012713714,0.944,0.005238718265130616,0.00955989744420214
ARC,1000,199,15000,0.5,45,20,-0.3,0.04399999999999998,0.05,0.4778649468892261,-0.32033819760581017,0.007579656300772328,1.891,0.735,0.4394425644916541,0.512625569044006,0.879,-0.37866190200986044,-0.23917307046758862,0.914,0.0053302880772840835,0.009466626349057037,2.0,0.75,0.44023535660091045,0.5132449165402124,0.886,-0.37957368427543897,-0.23663859732598616,0.946,0.005224874911098566,0.009524552115534025
ARC,1000,199,15000,0.5,45,20,-0.3,0.04499999999999997,0.05,0.4782566765578635,-0.3183456412622847,0.0075658178657723365,1.871,0.756,0.4404560089020772,0.5129689169139466,0.862,-0.37727868381148405,-0.2382636190878514,0.901,0.005327184010093607,0.00944276393613443,2.0,0.757,0.44152247774480713,0.5140414688427299,0.87,-0.37747607726914967,-0.2348861823737724,0.932,0.00520513123791132,0.009506822412085836
ARC,1000,199,15000,0.5,45,20,-0.3,0.04599999999999997,0.05,0.4775399129172714,-0.3180301278776917,0.007544677312146472,1.889,0.728,0.4400775761973875,0.5120410740203194,0.893,-0.37628115995873473,-0.23684367120106437,0.911,0.005310063952534987,0.009427390467541926,2.0,0.724,0.44076705370101604,0.5127891872278665,0.895,-0.3769648895656783,-0.23430968669967364,0.931,0.005198064206189971,0.009476479577890991
ARC,1000,199,15000,0.5,45,20,-0.3,0.04699999999999997,0.05,0.47639488636363636,-0.3194999535188717,0.007599673716816685,1.919,0.736,0.4397078125000001,0.5106509232954546,0.896,-0.37861102874297553,-0.2378437830945706,0.939,0.005333317214834944,0.009497082355885436,2.0,0.734,0.44020397727272736,0.5112397017045455,0.894,-0.3788421973218204,-0.23507241721579322,0.953,0.005264205318590219,0.009533815088692731
ARC,1000,199,15000,0.5,45,20,-0.3,0.047999999999999966,0.05,0.4754492350486787,-0.31777979426184666,0.007646536719854373,1.91,0.703,0.4392872044506259,0.5099972878998609,0.874,-0.37620330885060604,-0.23589504412005177,0.923,0.005357038198826992,0.009550983751067865,2.0,0.686,0.439919123783032,0.5105854659248957,0.884,-0.37685335597451003,-0.233659965699426,0.945,0.00526510650647184,0.009590503560091534
ARC,1000,199,15000,0.5,45,20,-0.3,0.04899999999999997,0.05,0.47578746594005444,-0.31788779050754,0.007597586001702398,1.917,0.7,0.43994747956403274,0.5097688010899183,0.884,-0.3757191296466435,-0.23640242609504236,0.92,0.005328568752761436,0.009477205125260377,2.0,0.707,0.4403721389645777,0.5102507493188011,0.9,-0.3759721142601043,-0.23491699252598824,0.949,0.005264954142087987,0.009528987427636576
ARC,1000,199,15000,0.5,45,20,-0.3,0.04999999999999997,0.05,0.4752349799732978,-0.3207231520757415,0.007643751804719867,1.92,0.687,0.44004012016021365,0.5090198264352469,0.868,-0.37899292732794493,-0.2399057221635261,0.917,0.005373415576954172,0.009534416400042616,2.0,0.682,0.4403835113484646,0.5098064753004005,0.873,-0.37929812123180756,-0.23757502985933523,0.945,0.005310688272695094,0.009576621622854352
ARC,1000,199,15000,0.5,45,20,-0.3,0.05099999999999997,0.05,0.4745366492146597,-0.31984041917677347,0.007633312991549763,1.927,0.669,0.43970602094240835,0.5087627617801047,0.843,-0.37752460198332005,-0.23962779811981488,0.92,0.005356248683368665,0.009523936225080213,2.0,0.677,0.44008069371727754,0.5090363219895288,0.84,-0.37765439005881,-0.2378694064462332,0.953,0.005300369222741961,0.009560512171377428
ARC,1000,199,15000,0.5,45,20,-0.3,0.05199999999999997,0.05,0.4740564826700899,-0.32037716348988077,0.007630762830791337,1.942,0.663,0.44020121951219515,0.5083862002567394,0.876,-0.3780127124957747,-0.23926124390209452,0.936,0.005354721284542283,0.009513154858451962,2.001,0.659,0.44036065468549423,0.5086973042362002,0.883,-0.37813550287789777,-0.2380698864443844,0.96,0.005293331135516785,0.009542412446348682
ARC,1000,199,15000,0.5,45,20,-0.3,0.052999999999999964,0.05,0.4731574307304786,-0.3192266023730419,0.007678534260155058,1.944,0.639,0.43925125944584387,0.5067168136020151,0.89,-0.37678652444076005,-0.23678694526846783,0.929,0.005393769128381614,0.00958046149416687,2.0,0.656,0.43953677581863987,0.5070349496221662,0.889,-0.3769063182900203,-0.23522092892544785,0.945,0.005331116799422327,0.009594665227424802
ARC,1000,199,15000,0.5,45,20,-0.3,0.053999999999999965,0.05,0.4732496909765142,-0.32003726992371656,0.007635565780434252,1.94,0.644,0.4398160692212608,0.5072017305315204,0.871,-0.37694332562704747,-0.23866695835013046,0.92,0.0053746240403778674,0.009521485718808773,2.001,0.631,0.44027478368356004,0.5073627935723115,0.876,-0.37702382181417055,-0.2376577208226986,0.937,0.005324831443285363,0.009541554207194778
ARC,1000,199,15000,0.5,45,20,-0.3,0.054999999999999966,0.05,0.47284587378640774,-0.3194400539938109,0.007629639984159589,1.942,0.627,0.4399216626213593,0.5072432645631069,0.882,-0.3770233736590759,-0.2383950191945774,0.922,0.005357525418084944,0.009497006557742323,2.004,0.629,0.4402299150485437,0.507297754854369,0.878,-0.3767486524309346,-0.23696159674587533,0.933,0.005319808753432728,0.009527151047299618
ARC,1000,199,15000,0.5,45,20,-0.3,0.05599999999999996,0.05,0.4722908224076282,-0.3168147333777424,0.007657946269952879,1.956,0.628,0.4397009535160906,0.5076297973778308,0.869,-0.37432845394619707,-0.23416956021311278,0.939,0.005365827645165947,0.009544744800258112,2.006,0.623,0.439900536352801,0.5075980333730632,0.872,-0.3744775250027134,-0.23272011395986236,0.949,0.005325248222659468,0.009551367448793816
ARC,1000,199,15000,0.5,45,20,-0.3,0.05699999999999996,0.05,0.47108899297423884,-0.31710827889610477,0.007675414689358514,1.961,0.595,0.43872154566744737,0.5056132318501171,0.879,-0.3743953168434656,-0.23396137937672787,0.924,0.0053678772671587535,0.009565617114786294,2.003,0.595,0.4388330796252927,0.5056317330210773,0.871,-0.3745883717298135,-0.23269689993999093,0.935,0.0053499985874022465,0.009584784773828584
ARC,1000,199,15000,0.5,45,20,-0.3,0.05799999999999996,0.05,0.4719470655926352,-0.3159964448891701,0.007580543309733223,1.953,0.609,0.4403461449942463,0.5066870540851554,0.872,-0.3732654282405071,-0.23245870702979446,0.929,0.005313508959837392,0.009425310024645785,2.004,0.606,0.4405921173762946,0.5068082278481013,0.874,-0.3735216631125081,-0.23075451117570087,0.947,0.005294395052287875,0.009444292090287942
ARC,1000,199,15000,0.5,45,20,-0.3,0.05899999999999996,0.05,0.4697511312217195,-0.317666790823596,0.007725431187807482,1.969,0.584,0.43868461538461545,0.5049154411764706,0.882,-0.3748386268911241,-0.2342083193805593,0.935,0.005428546915596398,0.00958968243853454,2.004,0.576,0.43865197963800906,0.5052223981900453,0.881,-0.37525398367906554,-0.23308961272002332,0.944,0.005390229264615755,0.009619331251194971
