distribution,MC,B,n,z,x_F,mu,gamma,frac_theta,frac_gamma,theta_hat,gamma_hat,s_hat,mean_rt,coverage_theta_t,mean_cl_theta_t,mean_cu_theta_t,coverage_gamma_t,mean_cl_gamma_t,mean_cu_gamma_t,coverage_s_t,mean_cl_s_t,mean_cu_s_t,mean_dL,coverage_theta_d,mean_cl_theta_d,mean_cu_theta_d,coverage_gamma_d,mean_cl_gamma_d,mean_cu_gamma_d,coverage_s_d,mean_cl_s_d,mean_cu_s_d
ARC,1000,199,5000,0.8,45,20,-0.3,0.05699999999999996,0.05,0.2026161971830986,-0.3919966647464869,0.011825010495464595,4.516,0.891,0.14812007042253528,0.2455987676056338,0.871,-0.5569796336894106,-0.09951944545088819,0.857,0.0019042264236301199,0.01880940207210534,2.0,0.887,0.14776390845070425,0.2454977112676056,0.871,-0.5569765499712991,-0.10023840401775568,0.861,0.001929004870261316,0.018818728614901623
ARC,1000,199,5000,0.8,45,20,-0.3,0.05799999999999996,0.05,0.20225259515570934,-0.39379614822947145,0.011824427621498027,4.505,0.908,0.14850242214532874,0.2454006920415225,0.858,-0.5625668224539389,-0.09839266991004016,0.864,0.0018384154284926612,0.018853114332961943,2.0,0.897,0.14764411764705887,0.2451970588235294,0.862,-0.5623785824752104,-0.09805973867181016,0.864,0.001771621144264311,0.018888320148913208
ARC,1000,199,5000,0.8,45,20,-0.3,0.05899999999999996,0.05,0.2017517006802721,-0.3886138314268927,0.011801999029683138,4.525,0.903,0.147077380952381,0.24471020408163263,0.883,-0.5532969691880876,-0.09122530702974524,0.851,0.0017685594747956427,0.018821425439276576,2.0,0.901,0.14668384353741504,0.244437074829932,0.884,-0.5546049821691901,-0.09147239556520764,0.855,0.0017258866395276746,0.01887950177905686
ARC,1000,199,5000,0.8,45,20,-0.3,0.05999999999999996,0.05,0.2017190635451505,-0.39243207165505384,0.01184753324041876,4.495,0.898,0.14775418060200673,0.24359916387959868,0.869,-0.5604726102815958,-0.09807906651395919,0.861,0.0019758543796927572,0.01887993305778187,2.0,0.901,0.1470717391304348,0.243755016722408,0.862,-0.5602096205261023,-0.09641838798587495,0.865,0.001794177167851517,0.018906653822197198
ARC,1000,199,5000,0.8,45,20,-0.3,0.06099999999999996,0.05,0.20193092105263158,-0.39210553440321655,0.011751792514185623,4.504,0.895,0.14891726973684213,0.24345674342105264,0.856,-0.557501088137223,-0.10378399248920674,0.867,0.00196900671463932,0.018729831034875303,2.0,0.89,0.14841875000000004,0.24358667763157893,0.852,-0.5580843611981327,-0.1061363440503788,0.867,0.00196548725995261,0.01874672035152362
ARC,1000,199,5000,0.8,45,20,-0.3,0.06199999999999996,0.05,0.2007799352750809,-0.40042535560114073,0.011940408111142473,4.526,0.882,0.14862297734627836,0.24224838187702263,0.859,-0.5686650724948149,-0.114932165601757,0.872,0.0021047906159170154,0.018935328643041826,2.0,0.885,0.14805857605178,0.24204126213592236,0.863,-0.5697942098321093,-0.11401918748935091,0.874,0.002036615038502841,0.018982771346099554
ARC,1000,199,5000,0.8,45,20,-0.3,0.06299999999999996,0.05,0.20130254777070064,-0.396177188058113,0.0119290533792422,4.532,0.902,0.14958248407643315,0.24231847133757964,0.875,-0.5623173894207064,-0.10505623122337057,0.872,0.0020576544698122493,0.018959675950335545,2.0,0.898,0.14853614649681535,0.24212882165605096,0.874,-0.5626214584049098,-0.10458816812580939,0.874,0.0020331588499872986,0.018986858811737412
ARC,1000,199,5000,0.8,45,20,-0.3,0.06399999999999995,0.05,0.20096551724137932,-0.39348494548225976,0.012000032803657175,4.533,0.884,0.1496177115987461,0.24229811912225704,0.85,-0.5610941648518964,-0.09504383003167619,0.86,0.0019587310943394746,0.01911260572366637,2.0,0.892,0.14862241379310348,0.24221191222570534,0.849,-0.5617099492905135,-0.09784382335812618,0.871,0.001978162117232982,0.019203019394299657
ARC,1000,199,5000,0.8,45,20,-0.3,0.06499999999999995,0.05,0.2006851851851852,-0.38969351133147834,0.011888297269142735,4.549,0.895,0.15013842592592597,0.24129830246913578,0.874,-0.5535985979333368,-0.09615258668475116,0.865,0.0020092555850172796,0.01890197788535281,2.0,0.903,0.14962083333333337,0.2409253086419753,0.859,-0.5544209449652737,-0.09545806107482872,0.86,0.0019940759381279847,0.018939200358168498
ARC,1000,199,5000,0.8,45,20,-0.3,0.06599999999999995,0.05,0.20067173252279633,-0.3967116440216522,0.011809416343122027,4.552,0.872,0.14966322188449854,0.24060319148936168,0.851,-0.5646571407798279,-0.10470584617535197,0.846,0.0019787779646302387,0.01882711114702108,2.0,0.887,0.14883738601823715,0.24074240121580548,0.86,-0.5666596057821525,-0.10549000754237192,0.842,0.0018794451011575532,0.018869515361157625
ARC,1000,199,5000,0.8,45,20,-0.3,0.06699999999999995,0.05,0.20079341317365268,-0.3949537380202988,0.012048776855400524,4.518,0.881,0.15030583832335334,0.24132724550898205,0.852,-0.5654704839106504,-0.10240879874815988,0.868,0.0020335776083048327,0.019189339103482268,2.0,0.883,0.14927514970059885,0.2412440119760479,0.851,-0.5668705928935935,-0.10217863519604269,0.871,0.0019888803830544555,0.019251838210881833
ARC,1000,199,5000,0.8,45,20,-0.3,0.06799999999999995,0.05,0.20121238938053096,-0.3883629995023226,0.011921147893809107,4.529,0.887,0.15090383480825964,0.24188613569321535,0.867,-0.5570306900019277,-0.08757931925684592,0.866,0.00189293103982748,0.019045231854965664,2.0,0.893,0.15016681415929206,0.2417914454277286,0.866,-0.5572900609354633,-0.08831183799277233,0.872,0.001828858803243312,0.01906420543845848
ARC,1000,199,5000,0.8,45,20,-0.3,0.06899999999999995,0.05,0.20076162790697674,-0.39737054323764437,0.01198120988002344,4.539,0.865,0.1515098837209303,0.2401046511627907,0.853,-0.5644991603804407,-0.11182107892798879,0.869,0.002267056359803653,0.01901754067193065,2.0,0.861,0.15129680232558143,0.240384011627907,0.857,-0.56591660806979,-0.1110724062173312,0.871,0.0022009448029852354,0.019042802600618854
ARC,1000,199,5000,0.8,45,20,-0.3,0.06999999999999995,0.05,0.19983954154727793,-0.3937737700867765,0.011804164296743235,4.56,0.875,0.1506184813753582,0.238391547277937,0.857,-0.5597457407972122,-0.10602494609154375,0.85,0.0020638480164428133,0.018757616221140035,2.0,0.876,0.14956418338108887,0.23836203438395415,0.86,-0.5610695537221038,-0.10490121513390159,0.858,0.0020213921142520825,0.018825934688766324
ARC,1000,199,5000,0.8,45,20,-0.3,0.07099999999999995,0.05,0.20011581920903956,-0.3973870360467325,0.011885143922698281,4.536,0.896,0.1514765536723164,0.23942118644067795,0.863,-0.5634197114043599,-0.1101530966880426,0.87,0.002131716928221645,0.01889316806596849,2.0,0.896,0.15024957627118646,0.23944279661016946,0.866,-0.5640603252478572,-0.10990178336070562,0.87,0.0020829066431849934,0.018920043897197633
ARC,1000,199,5000,0.8,45,20,-0.3,0.07199999999999994,0.05,0.20054596100278554,-0.39179391249199047,0.011737071130567574,4.508,0.883,0.15177771587743738,0.2390841225626741,0.854,-0.5547897701074543,-0.10504670252279975,0.86,0.0020809674827525883,0.01867280069231029,2.0,0.885,0.15130752089136495,0.23913955431754874,0.852,-0.555981335928898,-0.1070248710832691,0.866,0.0020317025404474726,0.018710810411187807
ARC,1000,199,5000,0.8,45,20,-0.3,0.07299999999999994,0.05,0.2008489010989011,-0.39620366554116665,0.01184397022953429,4.531,0.899,0.15241043956043962,0.239823489010989,0.87,-0.564698221574065,-0.10455473648696109,0.864,0.0020693359349567,0.01887400793720807,2.0,0.894,0.15160178571428573,0.23943392857142856,0.866,-0.5655993876244474,-0.10704299470419971,0.865,0.0020572481676106803,0.01893208801712402
ARC,1000,199,5000,0.8,45,20,-0.3,0.07399999999999994,0.05,0.1997289972899729,-0.39140521012016427,0.011977134801223126,4.548,0.88,0.15141029810298107,0.2383228997289973,0.849,-0.559283610902251,-0.0978035057713177,0.86,0.0021241662010742877,0.019087416983217226,2.0,0.877,0.15099376693766942,0.23837669376693768,0.847,-0.5584911838872268,-0.09494160327505623,0.859,0.0019421432099643895,0.01910718905558651
ARC,1000,199,5000,0.8,45,20,-0.3,0.07499999999999994,0.05,0.20100534759358288,-0.39384287682468516,0.011786732890787119,4.522,0.908,0.15391537433155084,0.23956764705882352,0.839,-0.5599301771991367,-0.10574507186508555,0.867,0.0020474230927807736,0.018719325560771317,2.0,0.898,0.1531848930481284,0.2392903743315508,0.847,-0.561065512421119,-0.10535445778366129,0.865,0.0020277700134888567,0.01881483011365242
ARC,1000,199,5000,0.8,45,20,-0.3,0.07599999999999994,0.05,0.20006596306068603,-0.3939512462120228,0.011988173282090772,4.558,0.891,0.15278364116094992,0.23905527704485488,0.856,-0.5602064876475059,-0.09963848551155256,0.869,0.0020699775249757575,0.019072101056535614,2.0,0.902,0.15220224274406338,0.2388674142480211,0.856,-0.5607505516884701,-0.1014992824813751,0.869,0.002065029246938876,0.019129550161774617
ARC,1000,199,5000,0.8,45,20,-0.3,0.07699999999999994,0.05,0.200859375,-0.3967304587212134,0.01175742289136565,4.515,0.894,0.1543498697916667,0.23895052083333335,0.861,-0.5646924203539174,-0.1097084178136791,0.866,0.0020654272341944107,0.01870211658350244,2.0,0.9,0.15351809895833338,0.2389015625,0.865,-0.5647686348898701,-0.10887643021566927,0.878,0.0020358795794169007,0.018746297990724792
ARC,1000,199,5000,0.8,45,20,-0.3,0.07799999999999994,0.05,0.1999151670951157,-0.38826527476806877,0.011569158116203224,4.541,0.889,0.15330064267352192,0.23694897172236506,0.874,-0.5490242914662309,-0.1034366350698092,0.85,0.0020726525416949752,0.018393712129793842,2.0,0.899,0.15279987146529567,0.23684562982005142,0.869,-0.5504121806197336,-0.10290459191008969,0.849,0.0020235045893450517,0.018442588637728956
ARC,1000,199,5000,0.8,45,20,-0.3,0.07899999999999993,0.05,0.20074111675126904,-0.39378285573191363,0.011811597723990758,4.526,0.886,0.1548812182741117,0.2386279187817259,0.874,-0.5624880815121351,-0.1049003427999616,0.863,0.0020108565366030763,0.018832198782298856,2.0,0.888,0.15396675126903556,0.2387323604060914,0.87,-0.5623969766713376,-0.10613806372230175,0.865,0.0020142943180484203,0.018886934928196496
ARC,1000,199,5000,0.8,45,20,-0.3,0.07999999999999993,0.05,0.19938847117794484,-0.3945475424962781,0.011895754222989725,4.559,0.899,0.15336403508771934,0.2362296992481203,0.863,-0.5614610798802273,-0.1056757237039846,0.866,0.0021508997801705306,0.018902594513977418,2.0,0.902,0.15265401002506268,0.2360591478696742,0.86,-0.5612866749214657,-0.10374028879524008,0.865,0.0021089285412989184,0.01895181947622682
ARC,1000,199,5000,0.8,45,20,-0.3,0.08099999999999993,0.05,0.19947772277227724,-0.3922633923513314,0.01192724309548297,4.556,0.886,0.15403304455445546,0.2363799504950495,0.858,-0.5602754342092073,-0.09972982156509387,0.859,0.002171290190255463,0.018954297763996764,2.0,0.894,0.1532216584158416,0.23665024752475247,0.852,-0.5612768865287732,-0.09623325635416664,0.862,0.0019990506181065295,0.01903527418761599
ARC,1000,199,5000,0.8,45,20,-0.3,0.08199999999999993,0.05,0.20033985330073353,-0.39287444570930496,0.011982783449922449,4.543,0.898,0.15491760391198048,0.23780146699266505,0.861,-0.5600635952107723,-0.0984235071457879,0.876,0.0021953314900700553,0.019095867315337346,2.0,0.901,0.15411246943765286,0.23792151589242053,0.862,-0.5615288003934097,-0.0968330728931924,0.88,0.0020621390552593402,0.019142042393835535
ARC,1000,199,5000,0.8,45,20,-0.3,0.08299999999999993,0.05,0.19926086956521738,-0.3981825653021708,0.011932326552461158,4.555,0.903,0.15380386473429955,0.2364858695652174,0.858,-0.5662585569485833,-0.10943188706462502,0.86,0.002194765121819434,0.018977256177504353,2.0,0.903,0.15335567632850244,0.23636702898550727,0.866,-0.566157231013995,-0.11068735639189829,0.863,0.0021818714738981127,0.019007447677319177
ARC,1000,199,5000,0.8,45,20,-0.3,0.08399999999999994,0.05,0.19885918854415272,-0.395365691096755,0.011973135612287245,4.562,0.891,0.1542721957040573,0.235035799522673,0.864,-0.5634679835746802,-0.10259766623943936,0.872,0.002203299624078427,0.019056363644965366,2.0,0.894,0.15332267303102629,0.23499725536992838,0.859,-0.5640903052212605,-0.1026860400101499,0.88,0.002156230514359242,0.019112296194966676
ARC,1000,199,5000,0.8,45,20,-0.3,0.08499999999999994,0.05,0.19887735849056606,-0.3938566234088768,0.011910212181384999,4.559,0.891,0.1542121462264151,0.23502311320754718,0.868,-0.56137776831809,-0.10147166297271142,0.866,0.0021853806011822956,0.018968575338075336,2.0,0.884,0.15360801886792458,0.2350557783018868,0.88,-0.5607626997214568,-0.10086487850861812,0.864,0.002154070095089576,0.01900367008642565
ARC,1000,199,5000,0.8,45,20,-0.3,0.08599999999999992,0.05,0.19824708624708626,-0.3963648000054593,0.012050422192560724,4.572,0.88,0.15442097902097904,0.23360174825174823,0.84,-0.5627406153675011,-0.10855243060969545,0.873,0.002368437617395146,0.019124263957462664,2.0,0.874,0.15395349650349652,0.23354522144522144,0.842,-0.5632169805790298,-0.10839099857044682,0.874,0.002347256327372723,0.01914791041364409
ARC,1000,199,5000,0.8,45,20,-0.3,0.08699999999999992,0.05,0.2001336405529954,-0.3904840557825322,0.011745061427124422,4.532,0.889,0.15665495391705073,0.23599527649769586,0.869,-0.5584799797714672,-0.09992567406260056,0.861,0.0021090704107817587,0.018737941114209435,2.0,0.891,0.15579032258064518,0.2359171658986175,0.877,-0.557403292253881,-0.10054456007521459,0.863,0.002087169211353344,0.018745761114701685
ARC,1000,199,5000,0.8,45,20,-0.3,0.08799999999999993,0.05,0.19897949886104782,-0.39145510872721934,0.011929113017933713,4.569,0.897,0.15563553530751711,0.23461492027334852,0.871,-0.5557348870785545,-0.10145705756529122,0.884,0.0022500506333733234,0.01894831598750816,2.0,0.887,0.15459635535307517,0.23464612756264236,0.873,-0.5552135554074178,-0.09907000652184439,0.88,0.0021444439248222815,0.01900718791862745
ARC,1000,199,5000,0.8,45,20,-0.3,0.08899999999999993,0.05,0.19964864864864865,-0.3951807130728687,0.01165930621291117,4.558,0.877,0.15691542792792795,0.23475112612612611,0.863,-0.5610730214626365,-0.11280727727460654,0.827,0.002286935536527987,0.01854014892178832,2.0,0.89,0.1559896396396397,0.23480371621621624,0.866,-0.5615083505476385,-0.1105433561259888,0.837,0.0021583962442335656,0.01856739388214705
ARC,1000,199,5000,0.8,45,20,-0.3,0.08999999999999993,0.05,0.19985077951002228,-0.3933571262348436,0.011755019478665354,4.532,0.901,0.15661781737193767,0.23583507795100223,0.87,-0.5607542342743238,-0.09820352119774495,0.861,0.002065700408173565,0.018741702167231665,2.0,0.9,0.15583563474387532,0.23569899777282854,0.871,-0.5617652332925754,-0.09948337926504804,0.859,0.0020400717684750554,0.018765030869667534
ARC,1000,199,5000,0.8,45,20,-0.3,0.09099999999999993,0.05,0.19906167400881056,-0.3919053688638559,0.011932247882756123,4.548,0.905,0.1565650881057269,0.23452235682819383,0.853,-0.5589297586060712,-0.09675820942143096,0.874,0.0021466988985203183,0.018985960051070602,2.0,0.905,0.15589207048458154,0.23412411894273127,0.852,-0.559537260810792,-0.09737690127999687,0.879,0.0020877246650432262,0.01905155436089773
ARC,1000,199,5000,0.8,45,20,-0.3,0.09199999999999993,0.05,0.19845098039215686,-0.39609194244748824,0.012030713587788185,4.567,0.896,0.15611318082788675,0.23337854030501087,0.849,-0.5643544988276099,-0.09828387301176932,0.869,0.002213116312083444,0.01913799746711213,2.0,0.894,0.15527102396514164,0.2332306100217865,0.85,-0.5653138277104102,-0.09927052317291868,0.867,0.002265172051081749,0.019206376013648423
ARC,1000,199,5000,0.8,45,20,-0.3,0.09299999999999993,0.05,0.19862068965517243,-0.3894817104755664,0.011822485672702847,4.568,0.886,0.1564346982758621,0.2329310344827586,0.853,-0.5554423954575505,-0.09693923603675497,0.851,0.0021675018330522427,0.0188678767304111,2.0,0.886,0.15571853448275866,0.23308911637931035,0.863,-0.5564892586179686,-0.09573161345447385,0.857,0.0020969739122465485,0.018894572459132553
ARC,1000,199,5000,0.8,45,20,-0.3,0.09399999999999993,0.05,0.19803837953091685,-0.3978485646762924,0.012179529251633818,4.599,0.879,0.1561939232409382,0.23322196162046907,0.851,-0.5669173910887478,-0.10427166258461698,0.868,0.0024258802739762285,0.01936322328014952,2.0,0.882,0.15573869936034118,0.23333294243070363,0.851,-0.5663397943625571,-0.10521410471617573,0.867,0.0023305374157229367,0.019400791268468012
ARC,1000,199,5000,0.8,45,20,-0.3,0.09499999999999992,0.05,0.19920042194092827,-0.39027267576885094,0.01175972710151592,4.561,0.894,0.15801223628691985,0.2338158227848101,0.864,-0.5554368050768199,-0.10240008118216551,0.859,0.0021439876857350837,0.018688063644181015,2.0,0.895,0.1573599156118144,0.23376118143459917,0.872,-0.5561886416403791,-0.10276414984869804,0.864,0.0021792520242334083,0.018749252651297336
ARC,1000,199,5000,0.8,45,20,-0.3,0.09599999999999992,0.05,0.19842797494780795,-0.39014596083815933,0.011784430473128769,4.582,0.883,0.1571790187891441,0.23255866388308977,0.875,-0.5538490855002053,-0.10530234340508252,0.858,0.0022640343008147293,0.018729369289094116,2.0,0.88,0.15665970772442592,0.23222129436325678,0.877,-0.5543215427032436,-0.10266455753456935,0.857,0.002215711672853782,0.018739043253513776
ARC,1000,199,5000,0.8,45,20,-0.3,0.09699999999999992,0.05,0.19857024793388428,-0.39609830502159193,0.011914836383730186,4.547,0.891,0.1576601239669422,0.23304328512396694,0.844,-0.5621058028409417,-0.103558462614518,0.867,0.002195786244950616,0.018938083694281568,2.0,0.892,0.15681208677685954,0.23266787190082647,0.858,-0.5625158787789383,-0.10292298038375244,0.873,0.0021859012402553227,0.01899395877430867
ARC,1000,199,5000,0.8,45,20,-0.3,0.09799999999999992,0.05,0.19952965235173822,-0.3926096901387227,0.011634850750891391,4.535,0.891,0.159038854805726,0.2335416155419223,0.86,-0.5572740625081865,-0.10715473731335842,0.859,0.002214032829441895,0.018527852581195207,2.0,0.898,0.15806298568507163,0.23350245398773006,0.862,-0.5576322181310582,-0.10589969513893477,0.863,0.002115616236107841,0.018562673976594675
ARC,1000,199,5000,0.8,45,20,-0.3,0.09899999999999992,0.05,0.19765587044534413,-0.39253886410082606,0.011809977671850307,4.599,0.893,0.15672874493927128,0.23105981781376517,0.873,-0.5552303424762006,-0.1046592184368565,0.863,0.002339006497985179,0.018728907573717726,2.0,0.89,0.15610617408906888,0.23111376518218624,0.869,-0.5552075792132366,-0.10285872198559057,0.869,0.002228852568600065,0.018780100591968062
ARC,1000,199,5000,0.8,45,20,-0.3,0.09999999999999992,0.05,0.19797595190380765,-0.3973763965944201,0.011922341137908403,4.588,0.889,0.15698917835671347,0.23147825651302606,0.867,-0.5659689739343283,-0.10439496830909292,0.872,0.002332555600743188,0.01897628972683635,2.0,0.894,0.15627525050100202,0.23163266533066132,0.864,-0.5660558921136667,-0.1030120252606482,0.876,0.002245095368706396,0.019027057595716136
ARC,1000,199,15000,0.8,45,20,-0.3,0.01,0.05,0.20294,-0.34047687593913306,0.011672797438773969,4.632,0.863,0.12815100000000004,0.256187,0.857,-0.4224900154640237,-0.1859981527237059,0.881,0.005711538576947029,0.015956010566556145,2.0,0.867,0.12800200000000003,0.25604066666666664,0.861,-0.4227597360756538,-0.18700319624346712,0.881,0.005678204366235063,0.015942591535905853
ARC,1000,199,15000,0.8,45,20,-0.3,0.011,0.05,0.20404848484848484,-0.3428242137263627,0.011673422181639009,4.549,0.881,0.13289363636363644,0.25526242424242424,0.877,-0.4250504276180998,-0.1918255227162627,0.881,0.005808048858722902,0.015925378383922398,2.0,0.873,0.13243363636363642,0.25515818181818184,0.883,-0.425697605499646,-0.19017099832377812,0.883,0.005748202121436948,0.01592695905130197
ARC,1000,199,15000,0.8,45,20,-0.3,0.011999999999999999,0.05,0.2030335195530726,-0.3423670410174931,0.011632419666273382,4.497,0.881,0.13494888268156432,0.2528899441340782,0.872,-0.4254867692958874,-0.191335236451446,0.899,0.00571683848257153,0.015928075663804196,2.0,0.886,0.13474944134078218,0.25280418994413406,0.882,-0.42622303683601925,-0.19197986719229465,0.901,0.005709616947360422,0.015932019114077163
ARC,1000,199,15000,0.8,45,20,-0.3,0.012999999999999998,0.05,0.20499484536082474,-0.3413749096333726,0.011526517630307428,4.47,0.902,0.14038556701030933,0.253559793814433,0.874,-0.4246671260139716,-0.19237148861712103,0.877,0.0056997824617029975,0.01577242753018186,2.0,0.886,0.14067551546391757,0.2535551546391752,0.87,-0.4247001363430495,-0.19183951848318379,0.878,0.0056990181384524,0.015777101631933924
ARC,1000,199,15000,0.8,45,20,-0.3,0.013999999999999997,0.05,0.20363157894736844,-0.3400005325495491,0.011594002526714444,4.489,0.885,0.1402423444976077,0.2513858851674641,0.878,-0.4254204338306333,-0.1888781170322603,0.89,0.005706424135430598,0.015904046319034432,2.0,0.889,0.13984641148325366,0.25161244019138757,0.879,-0.42524693480277087,-0.18884973805666208,0.896,0.005700521866206592,0.01592077805696402
ARC,1000,199,15000,0.8,45,20,-0.3,0.014999999999999996,0.05,0.20506696428571428,-0.34240596819901653,0.011515179116869712,4.46,0.881,0.14521584821428576,0.25133236607142856,0.864,-0.4271689380923879,-0.19388495332282743,0.877,0.005677550646675822,0.015794677063307973,2.0,0.889,0.1450428571428572,0.2515676339285714,0.859,-0.42734631071625606,-0.19345274535315884,0.88,0.005649183264654222,0.015798308080824556
ARC,1000,199,15000,0.8,45,20,-0.3,0.015999999999999993,0.05,0.20448535564853557,-0.3408416820495841,0.011459509656997316,4.45,0.909,0.14617594142259419,0.2496278242677824,0.859,-0.42578453174510383,-0.19123949920979078,0.887,0.005642522345466773,0.015730888250343314,2.0,0.904,0.1463504184100419,0.24942196652719667,0.855,-0.4265848109092177,-0.19064740230997354,0.896,0.005616492913223373,0.01573266164439951
ARC,1000,199,15000,0.8,45,20,-0.3,0.016999999999999994,0.05,0.20319291338582682,-0.3404924384705175,0.011555942631543022,4.496,0.871,0.14617933070866146,0.2475,0.863,-0.42740071718070094,-0.18970302957009086,0.887,0.005717806161751583,0.015877294461188587,2.0,0.874,0.14612559055118116,0.24763956692913383,0.862,-0.426986195777637,-0.1892265523070987,0.891,0.005685264123740671,0.0159004577200426
ARC,1000,199,15000,0.8,45,20,-0.3,0.017999999999999995,0.05,0.20400371747211896,-0.3423619898538728,0.011581871002422965,4.461,0.873,0.14930873605947956,0.24642843866171005,0.864,-0.4288096869962693,-0.19464932335745566,0.891,0.005815010870424944,0.015889868130291564,2.0,0.872,0.1491897769516729,0.24653513011152414,0.856,-0.4287880836116171,-0.19405981815878207,0.876,0.0057849256168945986,0.015914145017980334
ARC,1000,199,15000,0.8,45,20,-0.3,0.018999999999999993,0.05,0.20289084507042252,-0.3418401678546844,0.011591477726967695,4.491,0.894,0.14941320422535215,0.24497658450704224,0.871,-0.4299232067223543,-0.19307495071163897,0.9,0.0057907537395873515,0.0159323417556424,2.0,0.897,0.1489709507042254,0.244818838028169,0.87,-0.43011554502821864,-0.19275652678007277,0.895,0.00577550152051413,0.015956158698092717
ARC,1000,199,15000,0.8,45,20,-0.3,0.01999999999999999,0.05,0.20232441471571905,-0.3418561494419361,0.011575681042641261,4.48,0.879,0.15071337792642145,0.24303913043478262,0.858,-0.4298762021045639,-0.19375763905644328,0.896,0.005774867637792834,0.015890215939897905,2.0,0.885,0.15007725752508363,0.2430710702341137,0.866,-0.43018976213482263,-0.1934256947363611,0.897,0.005787311427104,0.01590596533387716
ARC,1000,199,15000,0.8,45,20,-0.3,0.02099999999999999,0.05,0.20163694267515928,-0.342591164230913,0.01167304324568525,4.504,0.905,0.15134171974522298,0.24127643312101912,0.87,-0.43095530646323277,-0.19269831542085805,0.913,0.005865112147984072,0.01604104472450188,2.0,0.918,0.1506474522292994,0.24117611464968156,0.874,-0.43154830579677195,-0.1919823681209082,0.916,0.0058259425652511096,0.0160612560152522
ARC,1000,199,15000,0.8,45,20,-0.3,0.021999999999999992,0.05,0.20117629179331306,-0.3429524204015199,0.011728292444843455,4.513,0.909,0.1519632218844985,0.24082279635258363,0.84,-0.43200643409973966,-0.19232589881621545,0.916,0.0058189602729842175,0.016129006201481406,2.0,0.91,0.1514806990881459,0.2408922492401216,0.856,-0.4327007472335107,-0.1933461489109235,0.909,0.00583808991125224,0.016126659294592727
ARC,1000,199,15000,0.8,45,20,-0.3,0.02299999999999999,0.05,0.20182267441860466,-0.34108032919552383,0.0117129155220192,4.5,0.907,0.15350276162790702,0.24073488372093022,0.869,-0.42957971500394054,-0.1919905213234514,0.909,0.005887660248332566,0.016082961454098574,2.0,0.902,0.1530914244186047,0.2404482558139535,0.876,-0.43027259843557103,-0.19066294771308295,0.911,0.005856670283482782,0.016114423285046756
ARC,1000,199,15000,0.8,45,20,-0.3,0.023999999999999987,0.05,0.20216434540389974,-0.3451886198265127,0.011672289373816003,4.472,0.909,0.15535139275766022,0.240224930362117,0.865,-0.4343444455875258,-0.19780180251545607,0.914,0.005913783904922067,0.016031442045246497,2.0,0.888,0.15499930362116995,0.24007103064066854,0.858,-0.4347890471621606,-0.1977278709941783,0.914,0.005863759241201087,0.01602903380021111
ARC,1000,199,15000,0.8,45,20,-0.3,0.024999999999999988,0.05,0.20199197860962567,-0.34081889344998756,0.01162646491153874,4.502,0.902,0.15596470588235298,0.2397220588235294,0.851,-0.4303811450762979,-0.19143994291171798,0.893,0.00583082984988197,0.015977749774932954,2.0,0.907,0.15529946524064173,0.23985855614973264,0.863,-0.43152782932657174,-0.19092420396765614,0.892,0.0057833419364362385,0.016019035308693596
ARC,1000,199,15000,0.8,45,20,-0.3,0.02599999999999999,0.05,0.2018303341902314,-0.3435362403327023,0.011688065144341607,4.494,0.901,0.15754730077120827,0.23879652956298203,0.864,-0.4329531898920471,-0.19572647802498203,0.898,0.005861951950971659,0.016055317159022628,2.0,0.91,0.15666413881748076,0.23863868894601542,0.861,-0.4344085989563007,-0.19655659899085623,0.903,0.0058698781564100935,0.016091772028448345
ARC,1000,199,15000,0.8,45,20,-0.3,0.02699999999999999,0.05,0.20176485148514853,-0.3397998941342371,0.011624352044888465,4.494,0.908,0.15718811881188122,0.23809715346534654,0.867,-0.4292590286393673,-0.1907469285649701,0.916,0.00587697428204679,0.0159886668596347,2.0,0.906,0.15695185643564358,0.23810618811881187,0.886,-0.42963305174480376,-0.19119652139722942,0.904,0.00584245687727025,0.01600716221677738
ARC,1000,199,15000,0.8,45,20,-0.3,0.027999999999999983,0.05,0.2013651551312649,-0.3428727691133577,0.011710084423542518,4.49,0.883,0.15764379474940338,0.23721169451073984,0.867,-0.4335454781175473,-0.19339732261705028,0.906,0.005932289375682714,0.016099524536809882,2.0,0.888,0.15741933174224348,0.23724737470167065,0.872,-0.4341358354347209,-0.1921780369709066,0.911,0.005828875734685132,0.01614919164572447
ARC,1000,199,15000,0.8,45,20,-0.3,0.028999999999999984,0.05,0.20176728110599076,-0.3414256059851737,0.011591599182327151,4.469,0.914,0.1589820276497696,0.23699988479262674,0.872,-0.43168017658250724,-0.192122545066938,0.912,0.005858213524017161,0.01594589114164495,2.0,0.908,0.1587235023041475,0.2368697004608295,0.869,-0.43255474696689855,-0.1918768105046197,0.912,0.005826137740901878,0.015978169508254987
ARC,1000,199,15000,0.8,45,20,-0.3,0.029999999999999985,0.05,0.2024922048997773,-0.3437467100328453,0.011590020107626811,4.464,0.911,0.1611612472160357,0.23741024498886412,0.847,-0.43293948851655184,-0.19684413770192344,0.894,0.005900651804063148,0.015924078611300126,2.0,0.914,0.16100801781737198,0.23729810690423164,0.855,-0.43360404733695534,-0.1978651879294378,0.89,0.005886455805409238,0.015931198385133148
